Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
86201,23439134444,1,0.0,0.9285709857940674,14,1,13,2021-08-01,"This caused a SEVERE breakout of little whiteheads after one use. I’m still trying to recover. I’ve seen other reviews say the same. Would not recommend for sensitive, acne prone skin.",Didn’t work for me,tan,brown,combination,black,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
75250,5914189645,3,0.0,1.0,3,0,3,2021-05-02,"I bought this cleanser after hearing Hyram on YouTube recommend it. It’s a good cleanser, don’t get me wrong. I definitely “works“ and removes makeup, dirt, sunscreen, and doesn’t feel super drying. However, it just didn’t “wow“ me. It worked and was fine, but for the price, it wasn’t worth it for me. I have used other cleansers in the past that I continue to repurchase and this isn’t it. I suppose I prefer a more gel consistency, such as a the Matcha Hemp Hydrating Cleanser by Krave Beauty. I also love the LHA cleanser from Skin Ceuticals more than this product.",It's Fine,fair,green,combination,blonde,P411387,Superfood Antioxidant Cleanser,Youth To The People,39.0
49596,22510116397,3,1.0,0.4285709857940674,7,4,3,2020-10-19,"I got this product because I tried and liked the sample I got one time. It’s a gel moisturizer and has a light fresh yogurt(?)/fruit smell btw. I like to store it in the fridge because I like the cool sensation. The 50ml lasted me a while since a little goes a long way. I’m currently searching for something more affordable, though, thus the 3 stars.",,lightMedium,,dry,,P394639,The True Cream Aqua Bomb,belif,38.0
6928,5930108618,3,0.0,1.0,5,0,5,2020-03-31,"I didn’t find this to be a long lasting moisturizing mask. It’s nice when its on but once the layer wears off, I am not like “WOW that mask really changed my lips!!“. if anything, its just a fun flavor and I do like that it makes your lips a little glossy. I didn’t return it but not so sure I would repurchase. I think if this was in a tube vs jar I would be a bigger fan for sanitary reasons. It comes with a little spatula but honestly who wants to keep track of that?",Just Okay,light,hazel,normal,brunette,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
98488,20183001820,2,0.0,0.9090909957885742,11,1,10,2020-11-11,"If you have anything but fair skin: stay away. It covers redness but always applies patchy. There’s clear lines where the treatment was applied. It blends horribly. I have medium skin, on the lighter vs tanner side, and this makes me look like I’m desperately trying to achieve a lighter skin tone. The idea behind the product is great but it simply doesn’t deliver.",if you have anything but fair skin: stay away.,lightMedium,brown,oily,black,P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0
35236,5374217335,2,,,0,0,0,2016-12-12,"Nothing special and it was touted as being a miracle, far cry from one. I feel as though it would be good for my hands but definitely not as a face moisturizer.",still Trying to like it,,,,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
35895,5799651142,3,,1.0,1,0,1,2016-01-29,I wanted to love this product so bad as many ppl rave about it but i guess my skin didnt agree. This honestly burned my face everytime i applied it. Ive only seen one or two other reviews complain of this so i believe we are the sad few whos skin doesnt like this product. For that reason i stopped using it. I also dont think it hydrated my skin that much either,guess my skin is too sensitive,,,,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
67339,22723603161,2,0.0,0.6829270124435425,41,13,28,2022-10-11,"I was looking for a more hydrating moisturizer after Aqua Bomb, well, bombed. I have very sensitive skin and I was looking for something with more moisture, and less alcohol or irritants. An employee suggested Drunk Elephant, so I tried this product on one hand, and the Lala Retro on the other. I spoke with the Sephora employee for a little while I allowed the product to absorb into my skin. I thought this one had a nice texture (a bit more silky), so I bought it. But on my way out of the parking lot, I noticed my hand was getting itchy with red bumps. It was the hand that I tested this moisturizer on! So I turned around and swapped it for the Lala Retro because that hand felt really supple and didn’t have any irritation. After using it for almost a week, I can say I love that one! (Lala Retro)",Returned it before I left the parking lot,,green,combination,,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
9319,1595883993,3,0.0,,0,0,0,2019-07-07,Aquaphor works better for me. I still wake up with dry lips in the morning when I use this.,Not for me,light,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
4332,1540141533,1,0.0,0.800000011920929,5,1,4,2020-10-31,I was so excited to try this... it dried out my lips! Horrible. Would never use again.,,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
74805,13060271061,5,1.0,1.0,1,0,1,2021-07-31,I love this cleanser it’s hydrating! It’s calmed my inflammation a lot and left my skin so soft.,love this,tan,brown,oily,brown,P411387,Superfood Antioxidant Cleanser,Youth To The People,39.0
80357,29027309281,5,1.0,,0,0,0,2021-10-28,Very gentle and leaves my skin glowing and fresh all day. Can’t get enough of using it even though its a little pricey on the side. It’s WORTH IT!,Fell in Love on my first try!,medium,brown,combination,brown,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
4244,7519213125,2,0.0,1.0,4,0,4,2020-11-15,Feels smooth and product should last a while but nothing really special about it to me. I honestly wouldn’t buy it again.,,medium,brown,normal,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
65075,1366394182,1,0.0,0.8604649901390076,43,6,37,2019-04-24,"Why is there plastic in my “green“ cleanser? I so wanted to love this product. It works great, smells nice, and doesn’t dry my face out. But I realized after purchase that this product contains Polyethylene, which is plastic. You’re just washing microplastics down the drain using this product, it’s just as bad as using a product with micro beads. I wish Sephora would exclude products containing plastics in their “Clean at Sephora“ classification.","Calling this ""Green Clean"" is just ""Greenwashing""",light,brown,dry,brown,P450271,Green Clean Makeup Meltaway Cleansing Balm Limited Edition Jumbo,Farmacy,60.0
15937,9309628577,5,,0.9047620296478271,84,8,76,2017-08-13,It took a few applications before seeing a full effect but the results have been wonderful. I often bite my lips when I get stressed out and this has healed any cracked or loose pieces of my lip. Love the applicator as well.,transformative,,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
43178,5886051228,3,0.0,,0,0,0,2019-08-18,I didn’t see dramatic results but it also didn’t irritate my skin,,lightMedium,brown,combination,black,P269122,Alpha Beta Extra Strength Daily Peel Pads,Dr. Dennis Gross Skincare,92.0
73087,6153925116,3,1.0,0.6666669845581055,3,1,2,2018-02-14,I like drunk elephant products a lot..this was just ok. It’s acted like a basic moisturizer for me. Still need hydration from additional products.,It’s alright,lightMedium,brown,dry,brown,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
85401,34655758306,5,1.0,0.2142859995365142,14,11,3,2022-08-04,"I’ve had acne since grade 5, and since then using really cleared up my skin a lot but I have dark spots(Not caused by this product) but I’m going to try there 100% Organic Cold Pressed Rose Hip Seed Oil to see if it helps. But if you guys has other products please tell me.",,deep,brown,combination,black,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
22774,1779463443,1,,0.857142984867096,7,1,6,2013-05-29,"Prior to using this cleanser, I had been acne free for a very long time. In just the 5 days that I used this cleanser (twice a day), I developed 3 pimples. I know this product is the culprit because absolutely nothing besides the cleanser changed in my regimen. I stopped using this cleanser over a week ago and I went back to using my old cleanser. The 3 pimples have cleared up and not surprisingly, I have no new pimples.",Gave me acne,,,,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
85336,36476125788,3,1.0,0.0,2,2,0,2022-09-06,"It’s okay, didn’t really feel a difference in how oily the skin around my nose was after a week of applying, was less oily after application though, for a little bit at least.",,,,,,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
4429,22210983748,5,1.0,0.0,2,2,0,2020-10-17,amazing it was the best thig everrrrrrrrrrrr!!!!!!!!!!!!!!!!!!!!,,lightMedium,brown,dry,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
43722,5901664042,4,1.0,,0,0,0,2019-07-20,"I suffer from adult acne due to easily clogged pores. I’ve found that monthly chemical peels at my dermatologist’s office help dramatically, but I need something else in-between visits. This Extra Strength Daily Peel is exactly what I was looking for to maintain my face. The product helps to remove excess dead cells, smooth the face, and heal existing blemishes. I do wish it was a bit less expensive, but the quality of the ingredients warrants the price.",Wonderful Peel,fairLight,green,combination,red,P269122,Alpha Beta Extra Strength Daily Peel Pads,Dr. Dennis Gross Skincare,92.0
98696,22168960231,4,1.0,1.0,6,0,6,2020-06-05,I really like this product. I’ve been using it for a few months now and it helps cover my redness and even calms my skin. Sometimes I just wear this because it covers imperfections as well. I have been good skin though so if you have acne or a lot of scars you may not feel the same. I do wish it had more benefits in it. Like maybe a serum and a cream in one. I know they have something like that but it’s very thin and I like the consistency of this product better.,Love it,light,blue,combination,brown,P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0
11562,5758817664,3,1.0,,0,0,0,2019-01-30,Honestly was hoping for more. Not super moisturizing but I love wearing it as a gloss in the day. Lasts longer than regular gloss. Gives ur lips that dewy look for like 5X the amount of time!,good as a gloss rather than a treatment,lightMedium,hazel,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
82280,9406813249,3,0.0,0.0757576003670692,66,61,5,2020-07-15,"I think in general this is a good cleanser. It does it’s job, foams up nicely, and doesn’t overly dry my skin. Only thing is it tastes like soap and the taste (and it’s smell) stay with my for a while after washing, that’s why I rated it at 3/5",Avoid getting this near your mouth,fairLight,hazel,dry,blonde,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
28148,1362936423,4,,0.0,1,1,0,2013-09-22,"I’ve been using this for about 3 months now and have noticed a different in my face. I have a really oil T-zone where the rest of my face is normal/dry. At first I was hesitant because I thought to myself, “Why add oil to my already oily areas??“ However I have noticed that it has helped a lot with my oiliness. I less frequently have to touch up! Great product but expensive for the amount you get.",Great product but expensive,,,,,P218700,100 percent Pure Argan Oil,Josie Maran,49.0
55106,36995904324,5,1.0,1.0,2,0,2,2022-09-27,"I love this product so much, it takes my mascara off so easily compared to a makeup remover. This cleansing balm makes my skin feel so smooth and takes most of the debris off my face. At first I was using a lot of the product but it ended up in my eyes and blurred my vision but I was able to wash it out and I did some research and you are supposed to use minimal amount and that solved my issue and my eyes weren’t getting blurry and my makeup was getting removed properly. I highly recommend this product and use it correctly instead of using too much product like I did at first. Other than that it’s a really good cleansing balm and I am very satisfied",A must have cleansing balm,fairLight,brown,normal,brown,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
35201,1483541508,1,,0.6923080086708069,13,4,9,2016-12-21,"When I wrote to FAB asking for a replacement rec for the discontinued ultra repair lotion they recommended THIS AWFUL CREAM THAT CONTAINS OIL AND HAS NOT BEEN TESTED TO BE NON-COMEDIOGENIC... and has now broken my face out in tiny little bump pimples and I’m furious. It feels gross and it smells too chemically. As an overpriced arm or leg lotion SURE, but this is awful for the face. I’m combination skin. Sad to leave this brand as I’ve been a supporter of FAB for YEARS, but this is terrible. Their other recommendation was for the moisturising serum which costs $118.00 for the same price as a bottle of the ultra repair lotion...ha...ha..hilarious FAB.",NOT a replacement for ultra repair face lotion,,,,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
90620,2078914971,4,1.0,1.0,11,0,11,2018-02-14,"Great product in conjunction with my other skincare products from The Ordinary. I can only use this once a day, at night, when I’m not using any other vitamin C products but it works beautifully. I have noticed a difference in my skin texture and appearance. Would highly recommend and definitely repurchase.",Awesome product...proven results for sure,deep,brown,oily,black,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
97746,1477055890,3,0.0,1.0,1,0,1,2021-03-15,It does reduce some redness but doesn’t blend into my skin well.I’ve different methods of application and I always end up still applying it green and not skin tone. I did receive this as a sample but would not purchase myself.,,light,brown,combination,brown,P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0
46023,1561203959,5,1.0,,0,0,0,2017-09-01,"I’ve never written a review before but I feel a strong urge to share with anyone who has acne prone skin and breakouts just how awesome this product is and how it has significantly changed the appearance of my skin. A month ago, I started getting a lot of blemishes, dry spots and pimples around my cheeks, and my skin turned bumpy, rough and dull (applying foundation on top doesn’t help). I looked up skin care products and came across the daily peel by dr. Dennis gross. I was highly doubtful that it’d work and given its price point for 30 treatments ($88), I went with the 5 treatments package. Let me tell you, in a matter of 5 days (using daily) in conjunction with a light moisturizer, my skin has been revived and never looked more glowy! I am going to continue using the daily peel and have added it to my list of holy grail products.",,fair,brown,combination,brown,P269122,Alpha Beta Extra Strength Daily Peel Pads,Dr. Dennis Gross Skincare,92.0
18659,2035632190,3,0.0,,0,0,0,2018-10-04,"I liked the way this made my face feel after, however it didn’t really remove all of my makeup even with a Clarsonic. I feel like I had to use a lot of it, thus not really making it worth the money. Besides that, I didn’t experience any negative side affects like acne, sensitivity, etc.",Okay for the money,light,blue,normal,brown,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
99558,8810400,5,1.0,,0,0,0,2019-06-23,"I have been using this as a primer for about a year. As a redhead, my skin has a lot of red undertones and this really helps mellow them out before I put on makeup. I also like that it has an SPF so I can make sure I’m covered from the sun. A little bit goes a long way, so even though it’s expensive, 1 jar lasted me about 11 months, with pretty much every day use. I recommend if you struggle with general redness.",Great to mellow out everyday redness,light,hazel,dry,red,P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0
88750,5058365455,1,0.0,0.7599999904632568,25,6,19,2020-04-22,BEWARE IF BUYING THIS PRODUCT FROM SEPHORA ONLINE!! The dropper that “The Ordinary“ has been using for their products are defective. I lost quite a bit of the product in the mail because the dropper was loosely capped. This is the SECOND time this has happened to me when purchasing “The Ordinary“ from Sephora Online.,BEWARE; TLDR Loosely Capped Will Leak in The Mail!,,,,,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
89132,7424355386,1,0.0,0.4146339893341064,41,24,17,2020-02-18,"Something about this product is giving me deep acne, I’ve tried it on two occasions and I regret using it",made my skin 10x worse,medium,brown,combination,brown,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
16935,9292447771,3,1.0,0.0,1,1,0,2020-06-12,I didn’t love this face wash. I found my skin didn’t feel clean after I used it. It’s super light. It’s not drying which I did like. Would not buy it again,,lightMedium,brown,dry,brown,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
98470,8873408830,1,0.0,1.0,11,0,11,2020-11-20,"This leaves a white cast on your face and I even watched videos on how to put it on. Maybe I put too much on? I’m not sure, I definitely felt like I lost all of my melanin. I don’t think it works for people who have browner skin tones.",Not good for brown skin,mediumTan,brown,combination,brown,P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0
59797,1832783941,5,1.0,,0,0,0,2018-10-22,"I have extremely sensitive skin, eccema and atopic dermatitis. Makeup removers usually really irritate and burn my skin because of the high alcohol content But this cleanser gently removes makeup without irritating, burning, or harming my skin! And best part, a little goes a long way.  There’s no need to use 1/4 of the pot to remove heavy makeup! PS: to get the most out of your product, don’t use the spatula, use your finger to scoop the product out of the pot. Definitely worth the money!!",Best Makeup Remover (extra sensitive skin),medium,brown,combination,brown,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
53814,5630074792,3,,,0,0,0,2016-11-27,Hydrates skin very well but leaves it with almost a film.,,,,,,P394639,The True Cream Aqua Bomb,belif,38.0
57784,2297901032,3,0.0,,0,0,0,2020-01-26,Removes make ok but leaves skin with an unpleasant residue. There are much better alternatives on the market. Would not recommend.,,fairLight,blue,dry,brown,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
79414,1103055971,3,0.0,0.1666669994592666,6,5,1,2022-10-05,"Enjoyed the clean green scent and did feel like this brightened my completion. Unfortunately, it was still to drying for my sensitive skin and didn’t keep my skin from breaking out.",not for my sensitive skin,light,hazel,dry,blonde,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0
33179,2425204535,3,1.0,0.5,12,6,6,2021-01-29,"Good moisturizer for sensitive skin but I found that it gave me zero benefits outside of straight up hydration. If you’re looking for anti-aging benefits or something to help with pigmentation or texture this is not for you. On the flip side, my boyfriend has extremely dry, flaky skin and he found this to really help his skin concerns. It smells really nice as well.",Not for me,light,brown,combination,blonde,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
50134,5482482841,4,1.0,,0,0,0,2020-06-21,I’ve been obsessed with this moisturizer! Whether you’re someone new to skincare and you’re looking for something easy yet affective or you’re a true skincare junkie like I am look no further! Especially during the hot summer days! I have combination/ dehydrated skin - I love being hydrated and plump but not with the added weight in the heat. This is the perfect level of hydration without my skin feeling heavy or greasy!,,fair,blue,dry,blonde,P394639,The True Cream Aqua Bomb,belif,38.0
94846,5178927072,3,,0.3333329856395721,3,2,1,2017-06-14,"I think this product really works, but I can’t get past the smell. It smells like a cleaned port-o-potty. Regardless, I noticed a huge difference on my pore size when I used this item and rotated with the night oil. Nonetheless, I believe for $158 you should be able to provide a good smelling product.",pretty good,,,,,P309308,Good Genes All-In-One AHA Lactic Acid Treatment,Sunday Riley,122.0
15332,11676469162,2,0.0,,0,0,0,2017-12-05,I like how this product went on my lips however the next morning my lips where dry. Not worth the money.,dry lips,lightMedium,hazel,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
103,26212301682,3,1.0,0.0,1,1,0,2023-03-01,"I really wanted to love this, but I ended up just liking it. It does hydrate, but it’s not the absolute best out there. I would recommend the berry flavor, as opposed to the vanilla flavor. The vanilla just tastes odd.","Good, but I’d get a different flavor",fairLight,green,dry,auburn,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
30827,2349834310,3,,,0,0,0,2011-05-02,"I already use Moroccan Oil on my hair, but bought this product to try a more natural and non-scented argan oil for my skin. I got a break out right after using this product on my skin at night for a couple nights in a row. I’m not totally confident in saying that it was due to this product, it could have been my diet at the moment. However, I did find that it felt greasy on my skin and it didn’t feel very hydrating. I’ll try it again on my skin just in case, but I have a feeling that’s not what I’ll use it for in the future.On the plus side, it is still great on damp hair in the morning - just a few drops and hair is softer and shinier all day long, I do love it for that use and will keep using and buying it for my hair","Great on hair, not so great on skin",light,,normal,,P218700,100 percent Pure Argan Oil,Josie Maran,49.0
2213,29060521706,3,1.0,1.0,1,0,1,2021-10-21,"Okay I’m gonna be honest here. I love the feel of this mask, but the scent is HORRIBLE! It smells and tastes EXACTLY like liquid Tylenol or any other berry flavored medicine. So I would recommend the product, but in a different scent!","Great product, horrible scent/flavor",light,,,,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
8455,9406174699,5,1.0,,0,0,0,2019-10-19,"This product is amazing! I’ve been using it for less than a week and my lips are now soft and smooth! In cold days you can even use it as your regular lip balm , a little goes a long way ! This guy is a must",Perfect for cold and dry weather,medium,brown,combination,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
64057,9771584946,3,1.0,,0,0,0,2019-12-23,"This was my first ever balm, it didn’t sell me on balms and I don’t think I will buy another. It did take my makeup off, smelt nice, and didn’t irritate my skin. If you like balms I would recommend trying this one. I found it to be aLot more inconvenient than any other type of makeup remover and always made a mess, I hated it for eye makeup. It wasn’t bad with my makeup eraser, but I can use that without product and I’m just as happy!",officially not a fan of balms,fair,blue,dry,blonde,P450271,Green Clean Makeup Meltaway Cleansing Balm Limited Edition Jumbo,Farmacy,60.0
11129,22239175625,3,1.0,,0,0,0,2019-03-09,"I love this as a daily balm. I purchased it hoping to have some overnight help with dry lips due to winter, but I don’t think it stands up to the MN dryness. I’ll put on a generous amount before sleep, but end up reapplying during the night because it doesn’t stay on. The color and moisture it leaves on temporarily though makes it my go to right now for just keeping moisturized during the day.",,mediumTan,brown,normal,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
92950,959840209,1,0.0,1.0,8,0,8,2020-01-27,"This doesn’t work on me. It smells bad, sting my face, expensive and doesn’t work. I will never buy again",Doesnt work,fair,,oily,black,P309308,Good Genes All-In-One AHA Lactic Acid Treatment,Sunday Riley,122.0
85763,7311012657,2,0.0,0.6666669845581055,3,1,2,2022-02-06,"My skin isn’t oily, but I do tend to build oil on my forehead. I bought this product hoping to control that… didn’t see a change. Not for me.",it’s okay,medium,brown,combination,brown,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
29426,1781883792,3,,,0,0,0,2012-08-31,Not great though - I really don’t get all the hype (or the price tag).I won’t purchase again.,It's OK...,,,,,P218700,100 percent Pure Argan Oil,Josie Maran,49.0
21151,1518456879,3,,,0,0,0,2016-02-16,The product is good. It’s not the best cleanser I used. It’s also not the worst. I like the fresh cucumber smell and the delicate texture of the product. It doesn’t last long and I feel I need to use more of it to achieve clean skin. I also feel that it leaves my skin a bit dry after washing.,"Good, but doesn't last",,,combination,,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
56492,24413570701,1,0.0,0.2857140004634857,7,5,2,2020-12-24,It contains way too much perfume that can irritate and hyper pigment your skin.,Perfume,lightMedium,brown,combination,brown,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
60359,1788081732,3,0.0,,0,0,0,2018-04-18,"This is a lovely cleansing balm, it’s gentle, doesn’t have a noticeable scent, doesn’t burn my eyes and leaves my skin soft; however, I will not purchase because it does not fully take off my mascara. My mascara is not a waterproof formula so it should be able to do the job but it doesn’t.",Does not fully remove mascara,light,brown,dry,brown,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
698,7910931681,3,0.0,0.8333330154418945,6,1,5,2022-09-29,"I wanted to love this so badly. Unfortunately, every time I use it, I break out around my lips. I notice acne pop up around my lips ONLY when I use this the night before. I’m disappointed for sure. It feels good on the lips, though.",Makes Me Break Out,fair,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
90114,11919108155,3,0.0,0.0,1,1,0,2019-05-01,"This broke me out so bad. I’ve never had a reaction to a product this bad before, and my acne is the worst it’s ever been after only using this a week. I thought maybe my skin was purging but I now know that was not the case. My pores do look a lot smaller though, but its definitely not worth the acne.",Horribly Broke Me Out,light,hazel,combination,black,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0
14465,5258617466,2,0.0,,0,0,0,2018-02-22,Not sure why this one received such high rating. it smells sweet and fruity but that’s about it. it doesn’t heal or nourish my lips. I have to use face cleanser to wash off the residues in the morning and then my lips become dry again... Thanks god I didn’t purchase the full size.,Do not waste your money,fairLight,brown,dry,black,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
68143,2232882034,3,0.0,0.4000000059604645,5,3,2,2021-03-12,"My skin absorbs this moisturizer right up. Skin looks dry after applying twice. Does go on smoothly, not heavy at all.",,mediumTan,brown,combination,auburn,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
25241,6565991979,5,1.0,,0,0,0,2020-08-27,"I received this product in a sample size from Influenster for an unbiased review.  I don’t usually like to put oils on my face because I break out very easily,  but this oil has yet to do that to me.",nice oil,lightMedium,green,dry,blonde,P218700,100 percent Pure Argan Oil,Josie Maran,49.0
58603,22863289511,5,1.0,,0,0,0,2019-06-18,this product works great and smells amazing. it definitely removes all makeup completely and it strips your skin of all its natural oils. So make sure you moisturize after using this product,good but drying,fair,hazel,normal,auburn,P417238,Green Clean Makeup Removing Cleansing Balm,Farmacy,36.0
1008,1430572179,5,1.0,1.0,1,0,1,2022-07-05,Love this product.  I have very dry lips and I love this product.  I even got my sister hooked on it.  I use it throughout the day and at bedtime. They have updated the product with hyaluronic  and vitamin C,Love it,light,hazel,combination,blonde,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
99007,23037053376,1,0.0,0.25,4,3,1,2020-01-21,I’m happy that I got a sample before buying this. It didn’t cover my redness at all,didn’t cover my redness,light,brown,combination,black,P411540,Cicapair Tiger Grass Color Correcting Treatment SPF 30,Dr. Jart+,52.0
16575,1538330010,3,0.0,1.0,2,0,2,2021-03-06,"Very pleasant on the skin, gentle and non stripping, has a nice texture but quite a lot of product is needed to get a good cleanse. Way too expensive in my opinion! After 4 tubes of this i started using cerave’s foaming cleanser and i havent looked back.","it’s good, but...",light,blue,combination,brown,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
78828,7225672165,2,0.0,0.8333330154418945,6,1,5,2018-02-02,"I really love the Youth To The People line. The eye cream and moisturizer are now Staples in my daily routine. However, this face wash just wasn’t a hit for me. Don’t get me wrong! It is surprisingly fantastic at washing away make up but feel so gentle at the same time. Every time I use this face wash though, I get very only, especially on my nose. So, I would say this is not the face wash to use for those with oily skin, but definitely give the rest of the line a try!","I love this line, but....",fair,hazel,combination,auburn,P411387,Superfood Antioxidant Cleanser,Youth To The People,39.0
16579,7444784117,3,0.0,0.0,2,2,0,2021-02-28,It’s ok - not mind blowing. Don’t feel like it removes heavy make up that well. I probably won’t buy this again. It’s sufficient but nothing amazing.,Nothing amazing,fair,green,combination,blonde,P7880,Soy Hydrating Gentle Face Cleanser,fresh,39.0
64115,2522992305,3,0.0,0.642857015132904,14,5,9,2019-12-10,"I really wanted to like this product but it’s not gonna work for me for several reasons:1. It gets inside of your eyes. And you would think “who cares?”, “just wash your eyes!”. I would love too but I’m using contacts and I’m not going right away to sleep after removing makeup or sometimes I just don’t want to have make up on. It almost impossible to get it out off the contacts. 2. It does not wash everything from the first time. I needed to do it twice to have my eyes completely clean from the mascara and the concealer. 3. It does not work with water. Your skin has to be dry! So I had to wash my face with cleansing Balm, wash it with water and dry with a towel before I can use it again. It’s very inconvenient believe me. 4. After washing with balm my face feels very oily and sticky. I had to use extra cleanser after this Balm because it just does not feel clean. But it does remove your make up and smells good.I would not purchase it again. It’s a lot of work and waste of time for the cleanser.",Waste of time,fair,blue,combination,blonde,P450271,Green Clean Makeup Meltaway Cleansing Balm Limited Edition Jumbo,Farmacy,60.0
52487,6538597645,4,1.0,,0,0,0,2018-04-26,I think this moisturizer is really good for oily skin ! It is very light on the skin and I can see where someone with very oily skin would like it. For me personally I have now combination skin and I like something a little bit more moisturizing. I find myself applying a good amount of this because like I said it’s very light on the skin and I like something a little bit more moisturizing so I ran out pretty fast. But I still think it’s a good product I still used it all and I love the scent it has. My boyfriend has more oily skin then me and he likes a light moisturizer so he loves this.,I like it but I don't love it,lightMedium,brown,combination,black,P394639,The True Cream Aqua Bomb,belif,38.0
68163,1228648552,3,0.0,1.0,3,0,3,2021-03-05,"Got a sample size and although this feels good going on, my dry, tight winter skin didn’t feel moisturized enough; tight, itchy areas still felt tight and a little flaky. Probably is a good summer skin moisturizer, but not for those needed extra moisture and protection during the drying winter months.",,lightMedium,brown,oily,black,P427421,Protini Polypeptide Firming Refillable Moisturizer,Drunk Elephant,68.0
6140,1674003219,2,0.0,1.0,1,0,1,2020-05-08,"I really wanted to love this, but it does the very opposite of what it is meant to do, and leaves my lips drier than before. It only helps moisturize if I apply it as a top layer over my Algenist lip treatment, but that’s it.",Does not work for me :-/,light,brown,combination,brown,P420652,Lip Sleeping Mask Intense Hydration with Vitamin C,LANEIGE,24.0
38671,1380718946,1,,0.2000000029802322,5,4,1,2012-02-17,"I have pretty normal skin, not to oily not to dry. I wanted something to use as an overnight cream and the saleswoman in sephora recommend this. Made my skin so greasy, I hated it.I can see the benefit if you have skin irritations or extremely dry skin but it’s not for normal skin.",not for normal skin,,,,,P248407,Ultra Repair Cream Intense Hydration,First Aid Beauty,38.0
62218,1686713817,3,1.0,0.5,6,3,3,2021-05-14,"I wanted to love this.  It really does work so well at removing makeup, but after first use it gave me dry eczema patches all around my eyes.",,fairLight,brown,dry,brown,P450271,Green Clean Makeup Meltaway Cleansing Balm Limited Edition Jumbo,Farmacy,60.0
